sp_notation,determinand,n_observations
SW-RSN1389,0052,12
SW-RSN1389,0061,13
SW-RSN1389,0073,10
SW-RSN1389,0076,11
SW-RSN1389,0077,11
SW-RSN1389,0106,12
SW-RSN1389,0111,12
SW-RSN1389,0116,12
SW-RSN1389,0117,12
SW-RSN1389,0118,12
SW-RSN1389,0119,11
SW-RSN1389,0135,1
SW-RSN1389,0158,12
SW-RSN1389,0162,12
SW-RSN1389,0163,12
SW-RSN1389,0172,12
SW-RSN1389,0180,12
SW-RSN1389,0182,12
SW-RSN1389,0205,12
SW-RSN1389,0209,12
SW-RSN1389,0235,12
SW-RSN1389,0239,12
SW-RSN1389,0301,13
SW-RSN1389,0348,12
SW-RSN1389,0714,11
SW-RSN1389,0731,11
SW-RSN1389,0733,11
SW-RSN1389,0736,11
SW-RSN1389,0746,11
SW-RSN1389,2896,8
SW-RSN1389,3004,12
SW-RSN1389,3007,11
SW-RSN1389,3086,12
SW-RSN1389,3117,12
SW-RSN1389,3118,12
SW-RSN1389,3130,12
SW-RSN1389,3341,12
SW-RSN1389,3377,12
SW-RSN1389,3399,12
SW-RSN1389,3400,11
SW-RSN1389,3408,12
SW-RSN1389,3409,12
SW-RSN1389,3410,12
SW-RSN1389,3475,11
SW-RSN1389,3545,12
SW-RSN1389,3546,12
SW-RSN1389,3547,12
SW-RSN1389,3548,12
SW-RSN1389,3549,12
SW-RSN1389,3550,12
SW-RSN1389,3551,12
SW-RSN1389,3552,12
SW-RSN1389,3555,12
SW-RSN1389,3790,12
SW-RSN1389,3791,12
SW-RSN1389,3792,12
SW-RSN1389,3811,12
SW-RSN1389,3878,12
SW-RSN1389,3925,12
SW-RSN1389,4064,12
SW-RSN1389,4065,12
SW-RSN1389,4201,12
SW-RSN1389,4820,12
SW-RSN1389,4821,12
SW-RSN1389,4822,12
SW-RSN1389,4994,11
SW-RSN1389,5042,12
SW-RSN1389,5047,12
SW-RSN1389,5050,12
SW-RSN1389,5446,10
SW-RSN1389,5732,10
SW-RSN1389,5889,12
SW-RSN1389,6037,12
SW-RSN1389,6399,11
SW-RSN1389,6449,12
SW-RSN1389,6450,12
SW-RSN1389,6458,12
SW-RSN1389,6460,12
SW-RSN1389,6620,12
SW-RSN1389,6671,12
SW-RSN1389,6672,12
SW-RSN1389,6673,12
SW-RSN1389,6693,12
SW-RSN1389,6724,12
SW-RSN1389,6760,12
SW-RSN1389,6955,12
SW-RSN1389,6971,12
SW-RSN1389,6972,12
SW-RSN1389,6980,12
SW-RSN1389,6987,12
SW-RSN1389,7025,12
SW-RSN1389,7053,12
SW-RSN1389,7125,11
SW-RSN1389,7726,12
SW-RSN1389,7859,12
SW-RSN1389,8806,12
SW-RSN1389,8807,12
SW-RSN1389,8944,10
SW-RSN1389,9068,12
SW-RSN1389,9073,11
SW-RSN1389,9190,12
SW-RSN1389,9267,12
SW-RSN1389,9274,12
SW-RSN1389,9276,12
SW-RSN1389,9339,12
SW-RSN1389,9341,10
SW-RSN1389,9342,10
SW-RSN1389,9343,12
SW-RSN1389,9344,12
SW-RSN1389,9345,12
SW-RSN1389,9348,12
SW-RSN1389,9446,12
SW-RSN1389,9447,12
SW-RSN1389,9756,12
SW-RSN1389,9861,12
SW-RSN1389,9883,12
SW-RSN1389,9901,11
SW-RSN1389,9924,11
SW-RSN1685,0061,29
SW-RSN1685,0076,29
SW-RSN1685,0077,29
SW-RSN1685,0111,29
SW-RSN1685,0116,29
SW-RSN1685,0117,29
SW-RSN1685,0118,29
SW-RSN1685,0119,29
SW-RSN1685,0135,7
SW-RSN1685,0162,29
SW-RSN1685,0172,29
SW-RSN1685,0180,29
SW-RSN1685,0182,29
SW-RSN1685,0301,28
SW-RSN1685,0348,29
SW-RSN1685,2896,16
SW-RSN1685,9901,29
SW-RSN1685,9924,29
SW-RSN1925,0061,5
SW-RSN1925,0076,5
SW-RSN1925,0077,5
SW-RSN1925,0111,5
SW-RSN1925,0116,5
SW-RSN1925,0117,5
SW-RSN1925,0118,5
SW-RSN1925,0119,5
SW-RSN1925,0162,5
SW-RSN1925,0172,5
SW-RSN1925,0180,5
SW-RSN1925,0182,5
SW-RSN1925,0301,5
SW-RSN1925,0348,2
SW-RSN1925,7668,1
SW-RSN1925,9901,5
SW-RSN1925,9924,5
SW-RSN2045,0061,21
SW-RSN2045,0076,21
SW-RSN2045,0077,21
SW-RSN2045,0111,20
SW-RSN2045,0116,20
SW-RSN2045,0117,20
SW-RSN2045,0118,20
SW-RSN2045,0119,20
SW-RSN2045,0162,20
SW-RSN2045,0172,20
SW-RSN2045,0180,20
SW-RSN2045,0182,20
SW-RSN2045,0301,21
SW-RSN2045,0348,21
SW-RSN2045,2896,3
SW-RSN2045,9901,21
SW-RSN2045,9924,21
SW-RSN2213,0061,23
SW-RSN2213,0076,23
SW-RSN2213,0077,23
SW-RSN2213,0111,23
SW-RSN2213,0116,23
SW-RSN2213,0117,23
SW-RSN2213,0118,23
SW-RSN2213,0119,23
SW-RSN2213,0135,1
SW-RSN2213,0162,23
SW-RSN2213,0172,23
SW-RSN2213,0180,23
SW-RSN2213,0182,23
SW-RSN2213,0301,23
SW-RSN2213,0348,23
SW-RSN2213,2896,11
SW-RSN2213,9686,23
SW-RSN2213,9901,23
SW-RSN2213,9924,23
SW-RTN0044,0061,10
SW-RTN0044,0076,10
SW-RTN0044,0077,10
SW-RTN0044,9901,10
SW-RTN0044,9924,10
SW-RTN0045,0061,10
SW-RTN0045,0076,10
SW-RTN0045,0077,10
SW-RTN0045,9901,10
SW-RTN0045,9924,10
SW-SSN0512,0061,2
SW-SSN0512,0076,2
SW-SSN0512,0077,2
SW-SSN0512,0111,2
SW-SSN0512,0116,2
SW-SSN0512,0117,2
SW-SSN0512,0118,2
SW-SSN0512,0119,2
SW-SSN0512,0135,2
SW-SSN0512,0162,2
SW-SSN0512,0172,2
SW-SSN0512,0180,2
SW-SSN0512,0182,2
SW-SSN0512,0348,2
SW-SSN0512,2896,2
SW-SSN0512,7668,6
SW-SSN0512,9686,2
SW-SSN0512,9901,2
SW-SSN0512,9924,2
SW-SSN1532,0052,3
SW-SSN1532,0061,10
SW-SSN1532,0076,10
SW-SSN1532,0077,10
SW-SSN1532,0106,3
SW-SSN1532,0111,10
SW-SSN1532,0116,10
SW-SSN1532,0117,10
SW-SSN1532,0118,10
SW-SSN1532,0119,10
SW-SSN1532,0135,10
SW-SSN1532,0158,3
SW-SSN1532,0162,10
SW-SSN1532,0163,3
SW-SSN1532,0172,10
SW-SSN1532,0180,10
SW-SSN1532,0182,10
SW-SSN1532,0205,3
SW-SSN1532,0209,3
SW-SSN1532,0235,3
SW-SSN1532,0239,3
SW-SSN1532,0301,9
SW-SSN1532,0348,10
SW-SSN1532,2841,1
SW-SSN1532,2857,2
SW-SSN1532,2872,1
SW-SSN1532,2879,1
SW-SSN1532,2880,1
SW-SSN1532,2882,1
SW-SSN1532,2883,1
SW-SSN1532,2884,1
SW-SSN1532,2886,1
SW-SSN1532,2887,1
SW-SSN1532,2888,1
SW-SSN1532,2896,8
SW-SSN1532,2921,2
SW-SSN1532,2922,2
SW-SSN1532,2923,2
SW-SSN1532,2924,2
SW-SSN1532,2925,2
SW-SSN1532,2926,2
SW-SSN1532,2942,1
SW-SSN1532,2943,2
SW-SSN1532,2944,2
SW-SSN1532,2953,2
SW-SSN1532,2955,2
SW-SSN1532,2957,2
SW-SSN1532,2958,1
SW-SSN1532,2959,2
SW-SSN1532,2960,2
SW-SSN1532,2961,2
SW-SSN1532,2962,2
SW-SSN1532,2963,2
SW-SSN1532,2964,2
SW-SSN1532,2965,2
SW-SSN1532,2967,2
SW-SSN1532,2968,2
SW-SSN1532,2969,2
SW-SSN1532,2970,2
SW-SSN1532,2972,1
SW-SSN1532,2973,2
SW-SSN1532,2975,2
SW-SSN1532,2977,2
SW-SSN1532,2980,1
SW-SSN1532,2981,2
SW-SSN1532,2982,2
SW-SSN1532,2983,2
SW-SSN1532,2984,2
SW-SSN1532,2985,1
SW-SSN1532,2986,1
SW-SSN1532,2987,2
SW-SSN1532,2988,2
SW-SSN1532,2989,2
SW-SSN1532,2990,2
SW-SSN1532,2991,2
SW-SSN1532,2993,2
SW-SSN1532,2994,1
SW-SSN1532,2995,1
SW-SSN1532,3007,6
SW-SSN1532,3047,2
SW-SSN1532,3377,2
SW-SSN1532,3408,3
SW-SSN1532,3409,3
SW-SSN1532,3410,3
SW-SSN1532,3878,2
SW-SSN1532,4201,3
SW-SSN1532,4820,2
SW-SSN1532,4821,2
SW-SSN1532,4822,2
SW-SSN1532,6037,3
SW-SSN1532,6450,3
SW-SSN1532,6458,3
SW-SSN1532,6460,3
SW-SSN1532,6693,3
SW-SSN1532,7125,6
SW-SSN1532,7668,2
SW-SSN1532,7859,3
SW-SSN1532,8887,2
SW-SSN1532,8888,2
SW-SSN1532,8889,2
SW-SSN1532,8890,2
SW-SSN1532,8891,1
SW-SSN1532,8892,2
SW-SSN1532,8893,2
SW-SSN1532,8894,2
SW-SSN1532,8895,2
SW-SSN1532,9446,3
SW-SSN1532,9447,3
SW-SSN1532,9686,10
SW-SSN1532,9901,10
SW-SSN1532,9924,10
SW-SSN1536,0052,2
SW-SSN1536,0061,11
SW-SSN1536,0076,11
SW-SSN1536,0077,11
SW-SSN1536,0106,2
SW-SSN1536,0111,11
SW-SSN1536,0116,11
SW-SSN1536,0117,11
SW-SSN1536,0118,11
SW-SSN1536,0119,11
SW-SSN1536,0135,11
SW-SSN1536,0158,2
SW-SSN1536,0162,11
SW-SSN1536,0163,2
SW-SSN1536,0172,11
SW-SSN1536,0180,11
SW-SSN1536,0182,11
SW-SSN1536,0205,2
SW-SSN1536,0209,2
SW-SSN1536,0235,2
SW-SSN1536,0239,2
SW-SSN1536,0301,11
SW-SSN1536,0348,11
SW-SSN1536,2841,1
SW-SSN1536,2857,1
SW-SSN1536,2872,1
SW-SSN1536,2879,1
SW-SSN1536,2880,1
SW-SSN1536,2882,1
SW-SSN1536,2883,1
SW-SSN1536,2884,1
SW-SSN1536,2886,1
SW-SSN1536,2887,1
SW-SSN1536,2888,1
SW-SSN1536,2896,7
SW-SSN1536,2921,2
SW-SSN1536,2922,2
SW-SSN1536,2923,2
SW-SSN1536,2924,2
SW-SSN1536,2925,2
SW-SSN1536,2926,2
SW-SSN1536,2942,2
SW-SSN1536,2943,2
SW-SSN1536,2944,2
SW-SSN1536,2953,2
SW-SSN1536,2955,2
SW-SSN1536,2957,2
SW-SSN1536,2958,1
SW-SSN1536,2959,2
SW-SSN1536,2960,2
SW-SSN1536,2961,2
SW-SSN1536,2962,2
SW-SSN1536,2963,2
SW-SSN1536,2964,2
SW-SSN1536,2965,2
SW-SSN1536,2967,2
SW-SSN1536,2968,2
SW-SSN1536,2969,2
SW-SSN1536,2970,2
SW-SSN1536,2972,2
SW-SSN1536,2973,2
SW-SSN1536,2975,2
SW-SSN1536,2977,2
SW-SSN1536,2980,1
SW-SSN1536,2981,2
SW-SSN1536,2982,2
SW-SSN1536,2983,2
SW-SSN1536,2984,2
SW-SSN1536,2985,1
SW-SSN1536,2986,1
SW-SSN1536,2987,2
SW-SSN1536,2988,2
SW-SSN1536,2989,2
SW-SSN1536,2990,2
SW-SSN1536,2991,2
SW-SSN1536,2993,2
SW-SSN1536,2994,1
SW-SSN1536,2995,2
SW-SSN1536,3007,8
SW-SSN1536,3047,1
SW-SSN1536,3377,2
SW-SSN1536,3408,2
SW-SSN1536,3409,2
SW-SSN1536,3410,2
SW-SSN1536,3878,2
SW-SSN1536,4201,2
SW-SSN1536,4820,2
SW-SSN1536,4821,2
SW-SSN1536,4822,2
SW-SSN1536,6037,2
SW-SSN1536,6450,2
SW-SSN1536,6458,2
SW-SSN1536,6460,2
SW-SSN1536,6693,2
SW-SSN1536,7125,8
SW-SSN1536,7859,2
SW-SSN1536,8887,2
SW-SSN1536,8888,2
SW-SSN1536,8889,1
SW-SSN1536,8890,2
SW-SSN1536,8891,2
SW-SSN1536,8892,2
SW-SSN1536,8893,2
SW-SSN1536,8894,2
SW-SSN1536,8895,2
SW-SSN1536,9446,2
SW-SSN1536,9447,2
SW-SSN1536,9686,11
SW-SSN1536,9901,11
SW-SSN1536,9924,11
SW-SSN1808,0061,4
SW-SSN1808,0076,4
SW-SSN1808,0077,4
SW-SSN1808,0111,4
SW-SSN1808,0116,4
SW-SSN1808,0117,4
SW-SSN1808,0118,4
SW-SSN1808,0119,4
SW-SSN1808,0135,4
SW-SSN1808,0162,4
SW-SSN1808,0172,4
SW-SSN1808,0180,4
SW-SSN1808,0182,4
SW-SSN1808,0301,4
SW-SSN1808,0348,4
SW-SSN1808,2896,4
SW-SSN1808,3007,2
SW-SSN1808,7125,2
SW-SSN1808,9686,4
SW-SSN1808,9901,4
SW-SSN1808,9924,4
